StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:45+00:00Z,2022-07-01T00:00+00:00Z,10Y1001A1001A83F,MAW,B02,13936
2022-07-01T00:00+00:00Z,2022-07-01T00:15+00:00Z,10Y1001A1001A83F,MAW,B02,13960
2022-07-01T00:15+00:00Z,2022-07-01T00:30+00:00Z,10Y1001A1001A83F,MAW,B02,14009
2022-07-01T00:30+00:00Z,2022-07-01T00:45+00:00Z,10Y1001A1001A83F,MAW,B02,14037
2022-07-01T00:45+00:00Z,2022-07-01T01:00+00:00Z,10Y1001A1001A83F,MAW,B02,14111
2022-07-01T01:00+00:00Z,2022-07-01T01:15+00:00Z,10Y1001A1001A83F,MAW,B02,14066
2022-07-01T01:15+00:00Z,2022-07-01T01:30+00:00Z,10Y1001A1001A83F,MAW,B02,14087
2022-07-01T01:30+00:00Z,2022-07-01T01:45+00:00Z,10Y1001A1001A83F,MAW,B02,14143
2022-07-01T01:45+00:00Z,2022-07-01T02:00+00:00Z,10Y1001A1001A83F,MAW,B02,14160
2022-07-01T02:00+00:00Z,2022-07-01T02:15+00:00Z,10Y1001A1001A83F,MAW,B02,14145
2022-07-01T02:15+00:00Z,2022-07-01T02:30+00:00Z,10Y1001A1001A83F,MAW,B02,14149
2022-07-01T02:30+00:00Z,2022-07-01T02:45+00:00Z,10Y1001A1001A83F,MAW,B02,14125
2022-07-01T02:45+00:00Z,2022-07-01T03:00+00:00Z,10Y1001A1001A83F,MAW,B02,14107
2022-07-01T03:00+00:00Z,2022-07-01T03:15+00:00Z,10Y1001A1001A83F,MAW,B02,14141
2022-07-01T03:15+00:00Z,2022-07-01T03:30+00:00Z,10Y1001A1001A83F,MAW,B02,14108
2022-07-01T03:30+00:00Z,2022-07-01T03:45+00:00Z,10Y1001A1001A83F,MAW,B02,14030
2022-07-01T03:45+00:00Z,2022-07-01T04:00+00:00Z,10Y1001A1001A83F,MAW,B02,14096
2022-07-01T04:00+00:00Z,2022-07-01T04:15+00:00Z,10Y1001A1001A83F,MAW,B02,14077
2022-07-01T04:15+00:00Z,2022-07-01T04:30+00:00Z,10Y1001A1001A83F,MAW,B02,14142
2022-07-01T04:30+00:00Z,2022-07-01T04:45+00:00Z,10Y1001A1001A83F,MAW,B02,14207
2022-07-01T04:45+00:00Z,2022-07-01T05:00+00:00Z,10Y1001A1001A83F,MAW,B02,14168
2022-07-01T05:00+00:00Z,2022-07-01T05:15+00:00Z,10Y1001A1001A83F,MAW,B02,14203
2022-07-01T05:15+00:00Z,2022-07-01T05:30+00:00Z,10Y1001A1001A83F,MAW,B02,14182
2022-07-01T05:30+00:00Z,2022-07-01T05:45+00:00Z,10Y1001A1001A83F,MAW,B02,14103
2022-07-01T05:45+00:00Z,2022-07-01T06:00+00:00Z,10Y1001A1001A83F,MAW,B02,13848
2022-07-01T06:00+00:00Z,2022-07-01T06:15+00:00Z,10Y1001A1001A83F,MAW,B02,13789
2022-07-01T06:15+00:00Z,2022-07-01T06:30+00:00Z,10Y1001A1001A83F,MAW,B02,13790
2022-07-01T06:30+00:00Z,2022-07-01T06:45+00:00Z,10Y1001A1001A83F,MAW,B02,13790
2022-07-01T06:45+00:00Z,2022-07-01T07:00+00:00Z,10Y1001A1001A83F,MAW,B02,13685
2022-07-01T07:00+00:00Z,2022-07-01T07:15+00:00Z,10Y1001A1001A83F,MAW,B02,13576
2022-07-01T07:15+00:00Z,2022-07-01T07:30+00:00Z,10Y1001A1001A83F,MAW,B02,13425
2022-07-01T07:30+00:00Z,2022-07-01T07:45+00:00Z,10Y1001A1001A83F,MAW,B02,13427
2022-07-01T07:45+00:00Z,2022-07-01T08:00+00:00Z,10Y1001A1001A83F,MAW,B02,13278
2022-07-01T08:00+00:00Z,2022-07-01T08:15+00:00Z,10Y1001A1001A83F,MAW,B02,13247
2022-07-01T08:15+00:00Z,2022-07-01T08:30+00:00Z,10Y1001A1001A83F,MAW,B02,13248
2022-07-01T08:30+00:00Z,2022-07-01T08:45+00:00Z,10Y1001A1001A83F,MAW,B02,13245
2022-07-01T08:45+00:00Z,2022-07-01T09:00+00:00Z,10Y1001A1001A83F,MAW,B02,13240
2022-07-01T09:00+00:00Z,2022-07-01T09:15+00:00Z,10Y1001A1001A83F,MAW,B02,13229
2022-07-01T09:15+00:00Z,2022-07-01T09:30+00:00Z,10Y1001A1001A83F,MAW,B02,13232
2022-07-01T09:30+00:00Z,2022-07-01T09:45+00:00Z,10Y1001A1001A83F,MAW,B02,13230
2022-07-01T09:45+00:00Z,2022-07-01T10:00+00:00Z,10Y1001A1001A83F,MAW,B02,13251
2022-07-01T10:00+00:00Z,2022-07-01T10:15+00:00Z,10Y1001A1001A83F,MAW,B02,13191
2022-07-01T10:15+00:00Z,2022-07-01T10:30+00:00Z,10Y1001A1001A83F,MAW,B02,13198
2022-07-01T10:30+00:00Z,2022-07-01T10:45+00:00Z,10Y1001A1001A83F,MAW,B02,13227
2022-07-01T10:45+00:00Z,2022-07-01T11:00+00:00Z,10Y1001A1001A83F,MAW,B02,13253
2022-07-01T11:00+00:00Z,2022-07-01T11:15+00:00Z,10Y1001A1001A83F,MAW,B02,13356
2022-07-01T11:15+00:00Z,2022-07-01T11:30+00:00Z,10Y1001A1001A83F,MAW,B02,13317
2022-07-01T11:30+00:00Z,2022-07-01T11:45+00:00Z,10Y1001A1001A83F,MAW,B02,13177
2022-07-01T11:45+00:00Z,2022-07-01T12:00+00:00Z,10Y1001A1001A83F,MAW,B02,13045
2022-07-01T12:00+00:00Z,2022-07-01T12:15+00:00Z,10Y1001A1001A83F,MAW,B02,13192
2022-07-01T12:15+00:00Z,2022-07-01T12:30+00:00Z,10Y1001A1001A83F,MAW,B02,13273
2022-07-01T12:30+00:00Z,2022-07-01T12:45+00:00Z,10Y1001A1001A83F,MAW,B02,13338
2022-07-01T12:45+00:00Z,2022-07-01T13:00+00:00Z,10Y1001A1001A83F,MAW,B02,13343
2022-07-01T13:00+00:00Z,2022-07-01T13:15+00:00Z,10Y1001A1001A83F,MAW,B02,13381
2022-07-01T13:15+00:00Z,2022-07-01T13:30+00:00Z,10Y1001A1001A83F,MAW,B02,13373
2022-07-01T13:30+00:00Z,2022-07-01T13:45+00:00Z,10Y1001A1001A83F,MAW,B02,13415
2022-07-01T13:45+00:00Z,2022-07-01T14:00+00:00Z,10Y1001A1001A83F,MAW,B02,13573
2022-07-01T14:00+00:00Z,2022-07-01T14:15+00:00Z,10Y1001A1001A83F,MAW,B02,13654
2022-07-01T14:15+00:00Z,2022-07-01T14:30+00:00Z,10Y1001A1001A83F,MAW,B02,13696
2022-07-01T14:30+00:00Z,2022-07-01T14:45+00:00Z,10Y1001A1001A83F,MAW,B02,13733
2022-07-01T14:45+00:00Z,2022-07-01T15:00+00:00Z,10Y1001A1001A83F,MAW,B02,13762
2022-07-01T15:00+00:00Z,2022-07-01T15:15+00:00Z,10Y1001A1001A83F,MAW,B02,13752
2022-07-01T15:15+00:00Z,2022-07-01T15:30+00:00Z,10Y1001A1001A83F,MAW,B02,13681
2022-07-01T15:30+00:00Z,2022-07-01T15:45+00:00Z,10Y1001A1001A83F,MAW,B02,13712
2022-07-01T15:45+00:00Z,2022-07-01T16:00+00:00Z,10Y1001A1001A83F,MAW,B02,13593
2022-07-01T16:00+00:00Z,2022-07-01T16:15+00:00Z,10Y1001A1001A83F,MAW,B02,13645
2022-07-01T16:15+00:00Z,2022-07-01T16:30+00:00Z,10Y1001A1001A83F,MAW,B02,13568
2022-07-01T16:30+00:00Z,2022-07-01T16:45+00:00Z,10Y1001A1001A83F,MAW,B02,13587
2022-07-01T16:45+00:00Z,2022-07-01T17:00+00:00Z,10Y1001A1001A83F,MAW,B02,13544
2022-07-01T17:00+00:00Z,2022-07-01T17:15+00:00Z,10Y1001A1001A83F,MAW,B02,13646
2022-07-01T17:15+00:00Z,2022-07-01T17:30+00:00Z,10Y1001A1001A83F,MAW,B02,13801
2022-07-01T17:30+00:00Z,2022-07-01T17:45+00:00Z,10Y1001A1001A83F,MAW,B02,13719
2022-07-01T17:45+00:00Z,2022-07-01T18:00+00:00Z,10Y1001A1001A83F,MAW,B02,13633
2022-07-01T18:00+00:00Z,2022-07-01T18:15+00:00Z,10Y1001A1001A83F,MAW,B02,13748
2022-07-01T18:15+00:00Z,2022-07-01T18:30+00:00Z,10Y1001A1001A83F,MAW,B02,13723
2022-07-01T18:30+00:00Z,2022-07-01T18:45+00:00Z,10Y1001A1001A83F,MAW,B02,13617
2022-07-01T18:45+00:00Z,2022-07-01T19:00+00:00Z,10Y1001A1001A83F,MAW,B02,13492
2022-07-01T19:00+00:00Z,2022-07-01T19:15+00:00Z,10Y1001A1001A83F,MAW,B02,13451
2022-07-01T19:15+00:00Z,2022-07-01T19:30+00:00Z,10Y1001A1001A83F,MAW,B02,13458
2022-07-01T19:30+00:00Z,2022-07-01T19:45+00:00Z,10Y1001A1001A83F,MAW,B02,13326
2022-07-01T19:45+00:00Z,2022-07-01T20:00+00:00Z,10Y1001A1001A83F,MAW,B02,13203
2022-07-01T20:00+00:00Z,2022-07-01T20:15+00:00Z,10Y1001A1001A83F,MAW,B02,13210
2022-07-01T20:15+00:00Z,2022-07-01T20:30+00:00Z,10Y1001A1001A83F,MAW,B02,13172
2022-07-01T20:30+00:00Z,2022-07-01T20:45+00:00Z,10Y1001A1001A83F,MAW,B02,13021
2022-07-01T20:45+00:00Z,2022-07-01T21:00+00:00Z,10Y1001A1001A83F,MAW,B02,12883
2022-07-01T21:00+00:00Z,2022-07-01T21:15+00:00Z,10Y1001A1001A83F,MAW,B02,12763
2022-07-01T21:15+00:00Z,2022-07-01T21:30+00:00Z,10Y1001A1001A83F,MAW,B02,12800
2022-07-01T21:30+00:00Z,2022-07-01T21:45+00:00Z,10Y1001A1001A83F,MAW,B02,12630
2022-07-01T21:45+00:00Z,2022-07-01T22:00+00:00Z,10Y1001A1001A83F,MAW,B02,12449
2022-07-01T22:00+00:00Z,2022-07-01T22:15+00:00Z,10Y1001A1001A83F,MAW,B02,12369
2022-07-01T22:15+00:00Z,2022-07-01T22:30+00:00Z,10Y1001A1001A83F,MAW,B02,12372
