StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:00+00:00Z,2022-07-01T00:00+00:00Z,10YSE-1--------K,MAW,B19,1575
2022-07-01T00:00+00:00Z,2022-07-01T01:00+00:00Z,10YSE-1--------K,MAW,B19,1416
2022-07-01T01:00+00:00Z,2022-07-01T02:00+00:00Z,10YSE-1--------K,MAW,B19,1342
2022-07-01T02:00+00:00Z,2022-07-01T03:00+00:00Z,10YSE-1--------K,MAW,B19,1199
2022-07-01T03:00+00:00Z,2022-07-01T04:00+00:00Z,10YSE-1--------K,MAW,B19,999
2022-07-01T04:00+00:00Z,2022-07-01T05:00+00:00Z,10YSE-1--------K,MAW,B19,792
2022-07-01T05:00+00:00Z,2022-07-01T06:00+00:00Z,10YSE-1--------K,MAW,B19,787
2022-07-01T06:00+00:00Z,2022-07-01T07:00+00:00Z,10YSE-1--------K,MAW,B19,967
2022-07-01T07:00+00:00Z,2022-07-01T08:00+00:00Z,10YSE-1--------K,MAW,B19,1123
2022-07-01T08:00+00:00Z,2022-07-01T09:00+00:00Z,10YSE-1--------K,MAW,B19,1299
2022-07-01T09:00+00:00Z,2022-07-01T10:00+00:00Z,10YSE-1--------K,MAW,B19,1561
2022-07-01T10:00+00:00Z,2022-07-01T11:00+00:00Z,10YSE-1--------K,MAW,B19,1789
2022-07-01T11:00+00:00Z,2022-07-01T12:00+00:00Z,10YSE-1--------K,MAW,B19,1883
2022-07-01T12:00+00:00Z,2022-07-01T13:00+00:00Z,10YSE-1--------K,MAW,B19,1876
2022-07-01T13:00+00:00Z,2022-07-01T14:00+00:00Z,10YSE-1--------K,MAW,B19,1875
2022-07-01T14:00+00:00Z,2022-07-01T15:00+00:00Z,10YSE-1--------K,MAW,B19,1947
2022-07-01T15:00+00:00Z,2022-07-01T16:00+00:00Z,10YSE-1--------K,MAW,B19,2096
2022-07-01T16:00+00:00Z,2022-07-01T17:00+00:00Z,10YSE-1--------K,MAW,B19,2184
2022-07-01T17:00+00:00Z,2022-07-01T18:00+00:00Z,10YSE-1--------K,MAW,B19,2441
2022-07-01T18:00+00:00Z,2022-07-01T19:00+00:00Z,10YSE-1--------K,MAW,B19,2597
2022-07-01T19:00+00:00Z,2022-07-01T20:00+00:00Z,10YSE-1--------K,MAW,B19,2862
2022-07-01T20:00+00:00Z,2022-07-01T21:00+00:00Z,10YSE-1--------K,MAW,B19,3147
2022-07-01T21:00+00:00Z,2022-07-01T22:00+00:00Z,10YSE-1--------K,MAW,B19,3146
2022-07-01T22:00+00:00Z,2022-07-01T23:00+00:00Z,10YSE-1--------K,MAW,B19,3115
2022-07-01T23:00+00:00Z,2022-07-02T00:00+00:00Z,10YSE-1--------K,MAW,B19,3020
2022-07-02T00:00+00:00Z,2022-07-02T01:00+00:00Z,10YSE-1--------K,MAW,B19,3025
2022-07-02T01:00+00:00Z,2022-07-02T02:00+00:00Z,10YSE-1--------K,MAW,B19,2957
2022-07-02T02:00+00:00Z,2022-07-02T03:00+00:00Z,10YSE-1--------K,MAW,B19,2948
2022-07-02T03:00+00:00Z,2022-07-02T04:00+00:00Z,10YSE-1--------K,MAW,B19,2819
2022-07-02T04:00+00:00Z,2022-07-02T05:00+00:00Z,10YSE-1--------K,MAW,B19,2842
2022-07-02T05:00+00:00Z,2022-07-02T06:00+00:00Z,10YSE-1--------K,MAW,B19,2876
2022-07-02T06:00+00:00Z,2022-07-02T07:00+00:00Z,10YSE-1--------K,MAW,B19,3096
2022-07-02T07:00+00:00Z,2022-07-02T08:00+00:00Z,10YSE-1--------K,MAW,B19,3499
2022-07-02T08:00+00:00Z,2022-07-02T09:00+00:00Z,10YSE-1--------K,MAW,B19,3982
2022-07-02T09:00+00:00Z,2022-07-02T10:00+00:00Z,10YSE-1--------K,MAW,B19,4644
2022-07-02T10:00+00:00Z,2022-07-02T11:00+00:00Z,10YSE-1--------K,MAW,B19,5313
2022-07-02T11:00+00:00Z,2022-07-02T12:00+00:00Z,10YSE-1--------K,MAW,B19,5747
2022-07-02T12:00+00:00Z,2022-07-02T13:00+00:00Z,10YSE-1--------K,MAW,B19,6162
2022-07-02T13:00+00:00Z,2022-07-02T14:00+00:00Z,10YSE-1--------K,MAW,B19,6275
