StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:45+00:00Z,2022-07-01T00:00+00:00Z,10YNL----------L,MAW,B05,2255
2022-07-01T00:00+00:00Z,2022-07-01T00:15+00:00Z,10YNL----------L,MAW,B05,2302
2022-07-01T00:15+00:00Z,2022-07-01T00:30+00:00Z,10YNL----------L,MAW,B05,2245
2022-07-01T00:30+00:00Z,2022-07-01T00:45+00:00Z,10YNL----------L,MAW,B05,2235
2022-07-01T00:45+00:00Z,2022-07-01T01:00+00:00Z,10YNL----------L,MAW,B05,2201
2022-07-01T01:00+00:00Z,2022-07-01T01:15+00:00Z,10YNL----------L,MAW,B05,2162
2022-07-01T01:15+00:00Z,2022-07-01T01:30+00:00Z,10YNL----------L,MAW,B05,2119
2022-07-01T01:30+00:00Z,2022-07-01T01:45+00:00Z,10YNL----------L,MAW,B05,2102
2022-07-01T01:45+00:00Z,2022-07-01T02:00+00:00Z,10YNL----------L,MAW,B05,2145
2022-07-01T02:00+00:00Z,2022-07-01T02:15+00:00Z,10YNL----------L,MAW,B05,2195
2022-07-01T02:15+00:00Z,2022-07-01T02:30+00:00Z,10YNL----------L,MAW,B05,2228
2022-07-01T02:30+00:00Z,2022-07-01T02:45+00:00Z,10YNL----------L,MAW,B05,2218
2022-07-01T02:45+00:00Z,2022-07-01T03:00+00:00Z,10YNL----------L,MAW,B05,2254
2022-07-01T03:00+00:00Z,2022-07-01T03:15+00:00Z,10YNL----------L,MAW,B05,2299
2022-07-01T03:15+00:00Z,2022-07-01T03:30+00:00Z,10YNL----------L,MAW,B05,2310
2022-07-01T03:30+00:00Z,2022-07-01T03:45+00:00Z,10YNL----------L,MAW,B05,2308
2022-07-01T03:45+00:00Z,2022-07-01T04:00+00:00Z,10YNL----------L,MAW,B05,2325
2022-07-01T04:00+00:00Z,2022-07-01T04:15+00:00Z,10YNL----------L,MAW,B05,2334
2022-07-01T04:15+00:00Z,2022-07-01T04:30+00:00Z,10YNL----------L,MAW,B05,2338
2022-07-01T04:30+00:00Z,2022-07-01T04:45+00:00Z,10YNL----------L,MAW,B05,2336
2022-07-01T04:45+00:00Z,2022-07-01T05:00+00:00Z,10YNL----------L,MAW,B05,2336
