StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:00+00:00Z,2022-07-01T00:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1787
2022-07-01T00:00+00:00Z,2022-07-01T01:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1797
2022-07-01T01:00+00:00Z,2022-07-01T02:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1788
2022-07-01T02:00+00:00Z,2022-07-01T03:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1851
2022-07-01T03:00+00:00Z,2022-07-01T04:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1942
2022-07-01T04:00+00:00Z,2022-07-01T05:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1993
2022-07-01T05:00+00:00Z,2022-07-01T06:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2101
2022-07-01T06:00+00:00Z,2022-07-01T07:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2087
2022-07-01T07:00+00:00Z,2022-07-01T08:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2004
2022-07-01T08:00+00:00Z,2022-07-01T09:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1990
2022-07-01T09:00+00:00Z,2022-07-01T10:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1959
2022-07-01T10:00+00:00Z,2022-07-01T11:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1941
2022-07-01T11:00+00:00Z,2022-07-01T12:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2012
2022-07-01T12:00+00:00Z,2022-07-01T13:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2121
2022-07-01T13:00+00:00Z,2022-07-01T14:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2203
2022-07-01T14:00+00:00Z,2022-07-01T15:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2207
2022-07-01T15:00+00:00Z,2022-07-01T16:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2164
2022-07-01T16:00+00:00Z,2022-07-01T17:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2183
2022-07-01T17:00+00:00Z,2022-07-01T18:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2075
2022-07-01T18:00+00:00Z,2022-07-01T19:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2097
2022-07-01T19:00+00:00Z,2022-07-01T20:00+00:00Z,10YIT-GRTN-----B,MAW,B20,2040
2022-07-01T20:00+00:00Z,2022-07-01T21:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1905
2022-07-01T21:00+00:00Z,2022-07-01T22:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1630
2022-07-01T22:00+00:00Z,2022-07-01T23:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1436
2022-07-01T23:00+00:00Z,2022-07-02T00:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1358
2022-07-02T00:00+00:00Z,2022-07-02T01:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1401
2022-07-02T01:00+00:00Z,2022-07-02T02:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1498
2022-07-02T02:00+00:00Z,2022-07-02T03:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1499
2022-07-02T03:00+00:00Z,2022-07-02T04:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1477
2022-07-02T04:00+00:00Z,2022-07-02T05:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1478
2022-07-02T05:00+00:00Z,2022-07-02T06:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1470
2022-07-02T06:00+00:00Z,2022-07-02T07:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1510
2022-07-02T07:00+00:00Z,2022-07-02T08:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1443
2022-07-02T08:00+00:00Z,2022-07-02T09:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1439
2022-07-02T09:00+00:00Z,2022-07-02T10:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1378
2022-07-02T10:00+00:00Z,2022-07-02T11:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1294
2022-07-02T11:00+00:00Z,2022-07-02T12:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1186
2022-07-02T12:00+00:00Z,2022-07-02T13:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1231
2022-07-02T13:00+00:00Z,2022-07-02T14:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1271
2022-07-02T14:00+00:00Z,2022-07-02T15:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1396
2022-07-02T15:00+00:00Z,2022-07-02T16:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1437
2022-07-02T16:00+00:00Z,2022-07-02T17:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1529
2022-07-02T17:00+00:00Z,2022-07-02T18:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1543
2022-07-02T18:00+00:00Z,2022-07-02T19:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1495
2022-07-02T19:00+00:00Z,2022-07-02T20:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1533
2022-07-02T20:00+00:00Z,2022-07-02T21:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1449
2022-07-02T21:00+00:00Z,2022-07-02T22:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1298
2022-07-02T22:00+00:00Z,2022-07-02T23:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1220
2022-07-02T23:00+00:00Z,2022-07-03T00:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1151
2022-07-03T00:00+00:00Z,2022-07-03T01:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1167
2022-07-03T01:00+00:00Z,2022-07-03T02:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1210
2022-07-03T02:00+00:00Z,2022-07-03T03:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1206
2022-07-03T03:00+00:00Z,2022-07-03T04:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1186
2022-07-03T04:00+00:00Z,2022-07-03T05:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1109
2022-07-03T05:00+00:00Z,2022-07-03T06:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1064
2022-07-03T06:00+00:00Z,2022-07-03T07:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1068
2022-07-03T07:00+00:00Z,2022-07-03T08:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1034
2022-07-03T08:00+00:00Z,2022-07-03T09:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1052
2022-07-03T09:00+00:00Z,2022-07-03T10:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1090
2022-07-03T10:00+00:00Z,2022-07-03T11:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1036
2022-07-03T11:00+00:00Z,2022-07-03T12:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1046
2022-07-03T12:00+00:00Z,2022-07-03T13:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1020
2022-07-03T13:00+00:00Z,2022-07-03T14:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1059
2022-07-03T14:00+00:00Z,2022-07-03T15:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1154
2022-07-03T15:00+00:00Z,2022-07-03T16:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1254
2022-07-03T16:00+00:00Z,2022-07-03T17:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1366
2022-07-03T17:00+00:00Z,2022-07-03T18:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1353
2022-07-03T18:00+00:00Z,2022-07-03T19:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1421
2022-07-03T19:00+00:00Z,2022-07-03T20:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1459
2022-07-03T20:00+00:00Z,2022-07-03T21:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1476
2022-07-03T21:00+00:00Z,2022-07-03T22:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1372
2022-07-03T22:00+00:00Z,2022-07-03T23:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1426
2022-07-03T23:00+00:00Z,2022-07-04T00:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1407
2022-07-04T00:00+00:00Z,2022-07-04T01:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1400
2022-07-04T01:00+00:00Z,2022-07-04T02:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1434
2022-07-04T02:00+00:00Z,2022-07-04T03:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1491
2022-07-04T03:00+00:00Z,2022-07-04T04:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1650
2022-07-04T04:00+00:00Z,2022-07-04T05:00+00:00Z,10YIT-GRTN-----B,MAW,B20,1849
