StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:00+00:00Z,2022-07-01T00:00+00:00Z,10YSE-1--------K,MAW,B12,7572
2022-07-01T00:00+00:00Z,2022-07-01T01:00+00:00Z,10YSE-1--------K,MAW,B12,7565
2022-07-01T01:00+00:00Z,2022-07-01T02:00+00:00Z,10YSE-1--------K,MAW,B12,7690
2022-07-01T02:00+00:00Z,2022-07-01T03:00+00:00Z,10YSE-1--------K,MAW,B12,8072
2022-07-01T03:00+00:00Z,2022-07-01T04:00+00:00Z,10YSE-1--------K,MAW,B12,8500
2022-07-01T04:00+00:00Z,2022-07-01T05:00+00:00Z,10YSE-1--------K,MAW,B12,9197
2022-07-01T05:00+00:00Z,2022-07-01T06:00+00:00Z,10YSE-1--------K,MAW,B12,9337
2022-07-01T06:00+00:00Z,2022-07-01T07:00+00:00Z,10YSE-1--------K,MAW,B12,9262
2022-07-01T07:00+00:00Z,2022-07-01T08:00+00:00Z,10YSE-1--------K,MAW,B12,9117
2022-07-01T08:00+00:00Z,2022-07-01T09:00+00:00Z,10YSE-1--------K,MAW,B12,8785
2022-07-01T09:00+00:00Z,2022-07-01T10:00+00:00Z,10YSE-1--------K,MAW,B12,8551
2022-07-01T10:00+00:00Z,2022-07-01T11:00+00:00Z,10YSE-1--------K,MAW,B12,8163
2022-07-01T11:00+00:00Z,2022-07-01T12:00+00:00Z,10YSE-1--------K,MAW,B12,7972
2022-07-01T12:00+00:00Z,2022-07-01T13:00+00:00Z,10YSE-1--------K,MAW,B12,7804
2022-07-01T13:00+00:00Z,2022-07-01T14:00+00:00Z,10YSE-1--------K,MAW,B12,7762
2022-07-01T14:00+00:00Z,2022-07-01T15:00+00:00Z,10YSE-1--------K,MAW,B12,7846
2022-07-01T15:00+00:00Z,2022-07-01T16:00+00:00Z,10YSE-1--------K,MAW,B12,7946
2022-07-01T16:00+00:00Z,2022-07-01T17:00+00:00Z,10YSE-1--------K,MAW,B12,7880
2022-07-01T17:00+00:00Z,2022-07-01T18:00+00:00Z,10YSE-1--------K,MAW,B12,7655
2022-07-01T18:00+00:00Z,2022-07-01T19:00+00:00Z,10YSE-1--------K,MAW,B12,7561
2022-07-01T19:00+00:00Z,2022-07-01T20:00+00:00Z,10YSE-1--------K,MAW,B12,7347
2022-07-01T20:00+00:00Z,2022-07-01T21:00+00:00Z,10YSE-1--------K,MAW,B12,7120
2022-07-01T21:00+00:00Z,2022-07-01T22:00+00:00Z,10YSE-1--------K,MAW,B12,6611
2022-07-01T22:00+00:00Z,2022-07-01T23:00+00:00Z,10YSE-1--------K,MAW,B12,6347
2022-07-01T23:00+00:00Z,2022-07-02T00:00+00:00Z,10YSE-1--------K,MAW,B12,6130
2022-07-02T00:00+00:00Z,2022-07-02T01:00+00:00Z,10YSE-1--------K,MAW,B12,5957
2022-07-02T01:00+00:00Z,2022-07-02T02:00+00:00Z,10YSE-1--------K,MAW,B12,5950
2022-07-02T02:00+00:00Z,2022-07-02T03:00+00:00Z,10YSE-1--------K,MAW,B12,6083
2022-07-02T03:00+00:00Z,2022-07-02T04:00+00:00Z,10YSE-1--------K,MAW,B12,6107
2022-07-02T04:00+00:00Z,2022-07-02T05:00+00:00Z,10YSE-1--------K,MAW,B12,6585
2022-07-02T05:00+00:00Z,2022-07-02T06:00+00:00Z,10YSE-1--------K,MAW,B12,7235
2022-07-02T06:00+00:00Z,2022-07-02T07:00+00:00Z,10YSE-1--------K,MAW,B12,7372
2022-07-02T07:00+00:00Z,2022-07-02T08:00+00:00Z,10YSE-1--------K,MAW,B12,7204
2022-07-02T08:00+00:00Z,2022-07-02T09:00+00:00Z,10YSE-1--------K,MAW,B12,6955
2022-07-02T09:00+00:00Z,2022-07-02T10:00+00:00Z,10YSE-1--------K,MAW,B12,6541
2022-07-02T10:00+00:00Z,2022-07-02T11:00+00:00Z,10YSE-1--------K,MAW,B12,6268
2022-07-02T11:00+00:00Z,2022-07-02T12:00+00:00Z,10YSE-1--------K,MAW,B12,5781
2022-07-02T12:00+00:00Z,2022-07-02T13:00+00:00Z,10YSE-1--------K,MAW,B12,5502
2022-07-02T13:00+00:00Z,2022-07-02T14:00+00:00Z,10YSE-1--------K,MAW,B12,5429
2022-07-02T14:00+00:00Z,2022-07-02T15:00+00:00Z,10YSE-1--------K,MAW,B12,5269
2022-07-02T15:00+00:00Z,2022-07-02T16:00+00:00Z,10YSE-1--------K,MAW,B12,5420
