StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-06-30T23:45+00:00Z,2022-07-01T00:00+00:00Z,10YES-REE------0,MAW,B12,1204
2022-07-01T00:00+00:00Z,2022-07-01T00:15+00:00Z,10YES-REE------0,MAW,B12,1324
2022-07-01T00:15+00:00Z,2022-07-01T00:30+00:00Z,10YES-REE------0,MAW,B12,1156
2022-07-01T00:30+00:00Z,2022-07-01T00:45+00:00Z,10YES-REE------0,MAW,B12,1064
2022-07-01T00:45+00:00Z,2022-07-01T01:00+00:00Z,10YES-REE------0,MAW,B12,1012
2022-07-01T01:00+00:00Z,2022-07-01T01:15+00:00Z,10YES-REE------0,MAW,B12,1008
2022-07-01T01:15+00:00Z,2022-07-01T01:30+00:00Z,10YES-REE------0,MAW,B12,1048
2022-07-01T01:30+00:00Z,2022-07-01T01:45+00:00Z,10YES-REE------0,MAW,B12,976
2022-07-01T01:45+00:00Z,2022-07-01T02:00+00:00Z,10YES-REE------0,MAW,B12,972
2022-07-01T02:00+00:00Z,2022-07-01T02:15+00:00Z,10YES-REE------0,MAW,B12,972
2022-07-01T02:15+00:00Z,2022-07-01T02:30+00:00Z,10YES-REE------0,MAW,B12,1024
2022-07-01T02:30+00:00Z,2022-07-01T02:45+00:00Z,10YES-REE------0,MAW,B12,1056
2022-07-01T02:45+00:00Z,2022-07-01T03:00+00:00Z,10YES-REE------0,MAW,B12,1064
2022-07-01T03:00+00:00Z,2022-07-01T03:15+00:00Z,10YES-REE------0,MAW,B12,1028
2022-07-01T03:15+00:00Z,2022-07-01T03:30+00:00Z,10YES-REE------0,MAW,B12,1116
2022-07-01T03:30+00:00Z,2022-07-01T03:45+00:00Z,10YES-REE------0,MAW,B12,1236
2022-07-01T03:45+00:00Z,2022-07-01T04:00+00:00Z,10YES-REE------0,MAW,B12,1500
2022-07-01T04:00+00:00Z,2022-07-01T04:15+00:00Z,10YES-REE------0,MAW,B12,1116
2022-07-01T04:15+00:00Z,2022-07-01T04:30+00:00Z,10YES-REE------0,MAW,B12,1216
2022-07-01T04:30+00:00Z,2022-07-01T04:45+00:00Z,10YES-REE------0,MAW,B12,1392
2022-07-01T04:45+00:00Z,2022-07-01T05:00+00:00Z,10YES-REE------0,MAW,B12,1544
2022-07-01T05:00+00:00Z,2022-07-01T05:15+00:00Z,10YES-REE------0,MAW,B12,1684
2022-07-01T05:15+00:00Z,2022-07-01T05:30+00:00Z,10YES-REE------0,MAW,B12,1960
2022-07-01T05:30+00:00Z,2022-07-01T05:45+00:00Z,10YES-REE------0,MAW,B12,2088
2022-07-01T05:45+00:00Z,2022-07-01T06:00+00:00Z,10YES-REE------0,MAW,B12,1932
2022-07-01T06:00+00:00Z,2022-07-01T06:15+00:00Z,10YES-REE------0,MAW,B12,2216
2022-07-01T06:15+00:00Z,2022-07-01T06:30+00:00Z,10YES-REE------0,MAW,B12,2340
2022-07-01T06:30+00:00Z,2022-07-01T06:45+00:00Z,10YES-REE------0,MAW,B12,2372
2022-07-01T06:45+00:00Z,2022-07-01T07:00+00:00Z,10YES-REE------0,MAW,B12,2452
2022-07-01T07:00+00:00Z,2022-07-01T07:15+00:00Z,10YES-REE------0,MAW,B12,2304
2022-07-01T07:15+00:00Z,2022-07-01T07:30+00:00Z,10YES-REE------0,MAW,B12,1820
2022-07-01T07:30+00:00Z,2022-07-01T07:45+00:00Z,10YES-REE------0,MAW,B12,1664
2022-07-01T07:45+00:00Z,2022-07-01T08:00+00:00Z,10YES-REE------0,MAW,B12,1768
2022-07-01T08:00+00:00Z,2022-07-01T08:15+00:00Z,10YES-REE------0,MAW,B12,1836
